id;cnr;collection;comment;esac_key;esac_title;function;melstring;region;signature;source;text;tunefamily;unit
K2087;;KINDERLIEDER;;G-maj;EIERKRANZ WAS GILT DIE SCHANZ;Kinder - Lied, Reigen, Tanz - Spiel;"5__5__3___  5__5__3__
    1__  5__5__3__1__  6___3__
    1__  5_5_5__6__6_6_  5___3__
    1__  5___6___  5___3___
    5__5__3__1__  5__5__3__1__
    0__(5_.55_)+1___ //";Europa, Mitteleuropa, Deutschland, Bacharach a.Rh., Oberdiebach;4/4;;;K2087;16
K2093;;KINDERLIEDER;;G-maj;KLING KLING GLOECKCHEN;Kinder - Lied, Reigen, Tanz - Spiel;"1__3__  5__3_
    -5_  1_2_3_4_  5__3__
    5_4_3_2_  1__0_
    -5_  1_2_3_4_  5__3__
    5_4_3_2_  1__0__
    5__3__  5_5_3__
    1_2_3_4_  5_5_3__
    5_4_3_2_  1__0_
    1_  5_5_3_3_  5_5_3__
    5_553_3_  5_5_3__
    1_2_3_4_  5_6_5__
    4_4_2_2_  1_3_1__ //";Europa, Mitteleuropa, Deutschland, Erfurt;2/4;;;K2093;16
K2096;;KINDERLIEDER;;F-maj;WIR TRETEN AUF DIE KETTE;Kinder - Lied, Reigen, Tanz - Spiel;"-5_  1_2_3_4_  5__+1__
    3_3_2_2_  1__0_
    -5_  1_2_3_4_  5__+1__
    3_3_2_2_  1__0__
    5_5_4_4_  3_3_2__
    5_5_4_4_  3__0__
    5_5_5_5_  6_6_6__
    4_4_4_4_  5_5_5_
    6_  5_.43_6_  5_.43_
    3_  2_2_2_2_  1__0__ //";Europa, Mitteleuropa, Deutschland, Kassel;2/4;;;K2096;16
K2098;;KINDERLIEDER;;F-maj;SPRING SIE AUF DIE KETTE;Kinder - Lied, Reigen, Tanz - Spiel;"1234  5_5_
    6_+1_  5_0_
    6_+1_  5_0_
    4444  3_3_
    2_5_  1_0_
    555_  333_
    2255  333_
    555_  333_
    2255  321_ //";Europa, Mitteleuropa, Deutschland, Oberlausitz;2/4;;;K2098;8
K2100;;KINDERLIEDER;;D-maj;ROHE ROHE SEIDE;Kinder - Lied, Reigen, Tanz - Spiel;"5_5_6_6_  5__3__
    5_5_6_6_  5__3__
    5__3__  5_5_3__
    5_5_6_6_  5_5_3__
    5_5_6_6_  5_5_3__
    5_5_6_6_  5_5_3__
    5_5_6_6_  5_5_3_33
    5_5_6_6_  5_5_3_33
    5_5_6_6_  5__3_0_
    5_5_3_1_  6_6_5_5_
    4_4_3_3_  2_5_1_1_ //";Europa, Mitteleuropa, Deutschland, Provinz Sachsen;2/4;;;K2100;16
K2102;;KINDERLIEDER;;F-maj;WIR TRATEN AUF DIE KETTE;Kinder - Lied, Reigen, Tanz - Spiel;"1_  1_3_5_6_  5__3_0_
    5_4_3_2_  1__0_
    1_  1_3_5_6_  5__3_0_
    5_4_3_2_  1__0_
    5_  5_4_3_0_  5_4_3_0_
    5_5_6_6_  5_4_3__
    5_5_5_3_  +1__0_
    55  5_3_5_5_  1__0_ //";Europa, Mitteleuropa, Deutschland, Rheinland, Laubenheim;4/4;;;K2102;8
K2119;;KINDERLIEDER;;D-maj;DER KIRSCHBAUM HAT SEIN LAUB VERLORN;Kinder - Lied, Reigen, Tanz - Spiel;"1_  5_5_6_6_  5_.43_
    1_  5_5_6_6_  5__3_
    1_  5_5_6_6_  5_.43_
    1_  5_5_6_6_  5__3_ //";Europa, Mitteleuropa, Deutschland, Kassel;4/4;;;K2119;8
K2119A;;KINDERLIEDER;;D-maj;DER KIRSCHBAUM HAT SEIN LAUB VERLORN;Kinder - Lied, Reigen, Tanz - Spiel;"1_  5_5_6_6_  5_.43_
    1_  5_5_6_6_  5__3_
    1_  5_5_6_6_  5_.43_
    +1+1  5__3_+1+1  5__3_ //";Europa, Mitteleuropa, Deutschland, Darmstadt;4/4;;;K2119;8
K2120;;KINDERLIEDER;;Eb-maj;HELL AUF DER WIESE FAENGT ES AN ZU SCHIESSEN;Kinder - Lied, Reigen, Tanz - Spiel;"5__6_6_  5__3__
    5_5_6_6_  5__3__
    5_5_5_1_  5__5__
    5__5_1_  5__5__
    5__5_5_  5__5_5_
    5_5_6_6_  5_5_3_
    33  5_5_5_6_  5_5_3_
    3_  5_5_5_6_  5_4_3__ //";Europa, Mitteleuropa, Deutschland, Oberdiebach am Rhein;2/4;;;K2120;16
K2137;;KINDERLIEDER;;G-maj;DING DING THALERING;Kinder - Lied, Reigen, Tanz - Spiel;"5_3_  553
    1  1234  5_3_
    5533  553
    1  1234  5_3_
    5533  5_3_
    5533  5_3_
    5432  1_0_ //";Europa, Mitteleuropa, Deutschland, Thueringen, Stotternheim;2/4;;;K2137;8
K2138;;KINDERLIEDER;;G-maj;TING TANG TRALLALA WER IST IN MEINEM THORE;Kinder - Lied, Reigen, Tanz - Spiel;"5_6_  511
    1  5566  5_3
    1  5516  531_
    5_6_  5__
    5_5_3__  5_5_3__  5_5_3__
    5_5_6_6_  5_5_3__ //";Europa, Mitteleuropa, Deutschland, Oberdiebach am Rhein;2/4 4/4;;;K2138;8
K2163;;KINDERLIEDER;;Bb-maj;WER EINE GANS GESTOHLEN HAT;Kinder - Lied, Reigen,  Tanz - Spiel;"-5  1111  1-6-5
    -5  -6_-7_  1_0
    -5  1111  1-6-5
    -5  -6_-7_  1_0
    5  312-7  1_0 //";Europa, Mitteleuropa, Deutschland, Berlin;2/4;;;K2163;8
K2163A;;KINDERLIEDER;;C-maj;WER DIE GANS GESTOHLEN HAT;Kinder - Lied, Reigen, Tanz - Spiel;"1_.23_4_  5_.55_
    5_  6__6__  5___
    4_.44_5_  3_3_3_.
    3  2__5__  1___
    5__3_1_  2_-7_1__
    5__3_1_  2_-7_1__ //";Europa, Mitteleuropa, Deutschland;2/4;;;K2163;16
K2165;;KINDERLIEDER;;G-maj;ES KAM EIN REICHER VOGEL;Kinder - Lied, Reigen, Tanz - Spiel;"5__  5_5_3__5__  2__5__0_
    5_  5_5_3__5__  4__3__0_
    4_  4_4_2__4__  4_3_2__0_
    5_  5_5_3__6__  5__0__.
    5_  5_5_3__5__  4_3_2__0_
    5_  5_5_3__5__  4_3_2_
    4_3_5_  4_.32__0_
    5_  5_5_3__5__  4_2_1__0__ //";Europa, Mitteleuropa, Deutschland, Oberdiebach am Rhein;3/4;;;K2165;16
K2166;;KINDERLIEDER;;G-maj;DREIMAL UM DAS KAESTCHEN;Kinder - Lied, Reigen, Tanz - Spiel;"5566  5_3
    1  5555  +1_0
    1  5566  5_5_
    5_5_  +1_0
    1  5526  553
    1  5551  5_5
    1  5551  555
    1  5565  5_5_ //";Europa, Mitteleuropa, Deutschland, Oberdiebach am Rhein;2/4;;;K2166;8
K2167;;KINDERLIEDER;;G-maj;GUTEN ABEND HERR SPIELMANN;Kinder - Lied, Reigen, Tanz - Spiel;"55  5__3_5_  5__3_
    35  4__2_4_  3__0_
    55  5__3_5_  5__3_
    35  4__2_4_  3__0_
    3_  4__4_2_  4__4_
    2_  4__4_46  2__6_
    3_  4__4_2_  5__5__
    5__6_7_  +1__0__
    5_555_5_  +1__0_ //";Europa, Mitteleuropa, Deutschland, Oberdiebach am Rhein;2/4;;;K2167;16
K2169A;;KINDERLIEDER;;C-maj;WIR FAHREN AUF DER GRUENEN SEE;Kinder - Lied, Reigen, Tanz - Spiel;"5_  5_5_5_5_  5_+3_+1__
    +2_.+17_6_  6__5_
    5_  5_5_5_5_  5_+3_+1__
    +2_.+17_6_  6__5__
    5_3_5_3_  5_+3_+1_
    +1_  7__6_7_  +1__5_
    5_  3_5_4_3_  2__0_ //";Europa, Mitteleuropa, Deutschland, Kassel;2/4;;;K2169;16
K2169B;;KINDERLIEDER;;F-maj;DORT UNTEN IN DER GRUENEN SEE;Kinder - Lied, Reigen, Tanz - Spiel;"1_  5_5_6_6_  5_5_3_0_
    5_5_6_6_  5__3_
    1_  5_5_6_6_  5_5_3_0_
    5_5_6_6_  5__3_0_
    5_3_5_3_  5_+1_6_0
    6  5_365_33  5_6_5_ //";Europa, Mitteleuropa, Deutschland, Mainz;4/4;;;K2169;8
K2169C;;KINDERLIEDER;;G-maj;WIR FAHREN AUF DIE SEE;Kinder - Lied, Reigen, Tanz - Spiel;"3333  345_
    6432  2_10
    3333  345_
    6432  2_10
    5_3_  5_3_  4_6_  5_0
    5  5_35  5_33  4_6_  5_0_ //";Europa, Mitteleuropa, Deutschland, Rheinland, Bacharach;4/4;;;K2169;4
K2170;;KINDERLIEDER;;F-maj;ES REGNET AUF DER BRUECKE;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"-5  1234  5_3
    3  4_5_  3_0
    -5  1234  5_3
    3  4_5_  3_0
    5  4422  333
    5  4422  333_
    4_2_  3_1_
    4422  3_1_
    1234  5_0
    6  5432  1_0 //";Europa, Mitteleuropa, Deutschland, Sachsen;2/4;;;K2170;8
K2172A;;KINDERLIEDER;;F-maj;ES REGNET AUF DER BRUECKE;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"-5  1234  5_6
    4  3_2_  1_0
    -5  1234  5_6
    4  3_2_  1_0_
    5555  666_
    4444  555_
    3333  5_4
    4  3_2_  1_0 //";Europa, Mitteleuropa, Deutschland, Niederrhein;2/4;;;K2172;8
K2174;;KINDERLIEDER;;F-maj;ICH GING MAL UEBER NE BRUECKE;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"-5  1234  5_30
    4_2_  1_0
    -5  1234  5_30
    4_2_  1_0_
    4422  331
    -5  4422  331
    -5  1234  5_0
    4  3322  1_0 //";Europa, Mitteleuropa, Deutschland, Sachsen;2/4;;;K2174;8
K2181;;KINDERLIEDER;;F-maj;WIR GINGN EINMAL NACH SCHWABEN;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"1  5556  5_3
    3  5556  553
    3  5556  5_30
    553_  553_
    5556  553 //";Europa, Mitteleuropa, Deutschland, Meerane;2/4;;;K2181;8
K2184A;;KINDERLIEDER;;C-maj;GEH IN DEN KREIS MEINE ROSA;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"-5-5-5  1__12  1_-7
    -5-5-5  2__23  2_1
    -5-5-5  3_.21-7  2_.
    -6-6-6  2_1_-7_  1_0 //";Europa, Mitteleuropa, Deutschland, Kassel;3/4;;;K2184;8
K2186;;KINDERLIEDER;;C-maj;BLAUER BLAUER FINGERHUT;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"5566  553_
    5566  553_
    5566  5_3
    1  5566  5_3_
    5566  5_3_
    5_66  5_3_
    5566  553_
    5566  5_30 //";Europa, Mitteleuropa, Deutschland, Darmstadt;2/4;;;K2186;8
K2187;;KINDERLIEDER;;Eb-maj;BLAUER BLAUER FINGERHUT;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"5566  553_
    5566  553_
    +1333  3_2_
    5566  553_
    5566  553_
    55+15  5_3_
    55+15  5_3_
    +1365  553_
    +1333  3_2_
    5566  553_
    +1333  3_2_
    5566  553_
    +1365  3_1_ //";Europa, Mitteleuropa, Deutschland, Oberdiebach am Rhein;2/4;;;K2187;8
K2196;;KINDERLIEDER;;F-maj;ADAM GING UND WOLLTE SICH ERQUICKEN;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"1_3_  5_.65_6_5_6_  5__1__
    1_3_  5_.65_6_5_6_  5__1__
    1_3_  5__6__5_6_  5__1__
    1_1_  2__2__5_.4  3___
    1_3_  5__5__6_5_  3__1_
    1_1_3_  5__5__6_5_  3__1__
    1_3_  5__3__+1_6_  5__3_
    5_6_5_  4__2__5_5_  3___ //";Europa, Mitteleuropa, Deutschland, Dresden;3/4;;;K2196;16
K2200;;KINDERLIEDER;;G-maj;PETERSILJE SUPPENKRAUT;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"1113  1-5-5_
    -6-71-6  -5_-3_
    1113  1-5-5_
    -6-71-6  -5_-5_
    422_  311_
    22-7-5  555_
    422_  311_
    22-7-5  1__ //";"Europa, Mitteleuropa, Deutschland, Sachsen; Hessen";2/4;;;K2200;8
K2208;;KINDERLIEDER;;C-maj;TRAUER TRAUER UEBER TRAUER;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"1_3_  5__3__+1_6_  5__3__
    3_5_  4__2__5_5_  3___
    1_3_  5__3__+1_6_  5__3__
    3_5_  4__2__5_54  3___ //";Europa, Mitteleuropa, Deutschland, Rheinland;3/4;;;K2208;16
K2209;;KINDERLIEDER;;G-maj;HIER IST GRAS DORT IST GRAS;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"553_  553_
    6543  3_2
    1  1234  555
    3  6542  2_10 //";Europa, Mitteleuropa, Deutschland, Brandenburg;2/4;;;K2209;8
K2216;;KINDERLIEDER;;C-maj;WER STEHT DA DRAUSSEN VOR DER THUER;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"-5  -5-5-5_1_  -6-6-6_0
    1  -712_-5_  3_1_0_ //";Europa, Mitteleuropa, Deutschland, Hessen, Wetterau;3/4;;;K2216;8
K2221;;KINDERLIEDER;;C-maj;DROBEN AUF DEM KIRCHHOF;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"5_5_6_7_  5__3_
    1_  5_5_3_6_  5__3_
    1_  5_5_3_6_  5_5_3_
    3_  5_5_3_6_  5__3_
    55  5_4_3_55  5_4_3_
    33  4_4_5_5_  3__0__ //";Europa, Mitteleuropa, Deutschland, Rheinland;2/4;;;K2221;16
K2222;;KINDERLIEDER;;F-maj;ALS ICH AUF DEN KIRCHHOF KAM;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"-5_  1_2_3_4_  5_.65_
    5_  6_6_+1_6_  5__0_
    5_  5_.44_4_  4_.33_
    3_  3_2_3_2_  1_3_5_
    55  5_4_4_44  4_3_3_
    33  3_2_3_2_  1__0_ //";Europa, Mitteleuropa, Deutschland, Moseltal;2/4;;;K2222;16
K2223;;KINDERLIEDER;;F-maj;DORT OBEN AUF DEM BERGE;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"-5_  1_1_1_1_  1__-5_
    -5_  3_3_3_3_  3__0_
    1_  5_5_5_5_  5_3_1_
    1_  2_2_-5_-5_  1__0_
    55  5_4_3_55  5_4_3_
    33  2_2_2_2_  1__0_ //";Europa, Mitteleuropa, Deutschland, Kassel;2/4;;;K2223;16
K2224;;KINDERLIEDER;;D-maj;AUF EINER HOHEN MAUER;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"5_  5_5_6_6_  5__3_
    3_  4_4_2_4_  3__0_
    5_  5_5_6_6_  5__3_
    3_  4_4_2_4_  1__0_
    3_  5_5_6_6_  5__0_
    5_  5_5_6_6_  5__0_
    33  4_4_2_22  3_3_1_
    11  2_2_-7_-7_  1__0_ //";Europa, Mitteleuropa, Deutschland, Berlin;2/4;;;K2224;16
K2225;;KINDERLIEDER;;C-maj;WOLLN DIE WEISEN FRAUEN FRAGEN;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"+1_+1_+1_+1_  +3_+1_+1_+1_
    +1_+1_+1_+1_  +3_+1_+1_+1_
    +1_+1_+3__  +1_+1_+3__
    5_.43_2_  2__1__ //";Europa, Mitteleuropa, Deutschland, Kassel;2/4;;;K2225;16
K2227;;KINDERLIEDER;;C-maj;ROTHE KIRSCHEN ESS ICH GERN;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"5566  5430
    5566  5_30
    5566  543_
    5566  5430
    5566  543_
    5566  5430
    556_  543_
    5566  543_ //";Europa, Mitteleuropa, Deutschland, Kassel;2/4;;;K2227;8
K2228;;KINDERLIEDER;;D-maj;MUSS WANDERN MUSS WANDERN;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"5_  5__3_5_  5__3_
    5_  +1_7_6_5_  5_4_3__
    1_1_1_11  1_111__
    1_1_1_1_  1__0__
    1_1_1_1_  1__0__
    1_1_1_1_  1__0__
    1_3_5_5_  +1_6_5__  +1_6_5_
    5_  4_4_3_3_  2_2_1_ //";Europa, Mitteleuropa, Deutschland, Ostpreussen;2/4;;;K2228;16
K2237;;KINDERLIEDER;;C-maj;ADAM HATTE SIEBEN SOEHNE;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel, Pantomime;"5_5_6_6_  5_4_3_
    1_  5_5_6_6_  5__3_
    6_  5_4_3_6_  5_4_3_
    1_  5_5_6_6_  5_4_3__
    5_5_6_6_  5_4_3__
    5_5_6_6_  5_4_3__
    5_5_6_6_  5_4_3__
    5_5_6_6_  5_4_3_
    6_  5_4_3_6_  5_4_3_
    1_  5_5_6_6_  5__3_
    1_  5_5_6_6_  5_4_3_
    1_  555_6_6_  5__3__ //";Europa, Mitteleuropa, Deutschland, Kassel;2/4;;;K2237;16
K2238;;KINDERLIEDER;;C-maj;ADAM HATTE SIEBEN SOEHNE;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"1234  5555
    54+16  5_3
    3  5444  433
    3  2255  1__ //";Europa, Mitteleuropa, Deutschland;2/4;;;K2238;8
K2239;;KINDERLIEDER;;G-maj;WOLLT IHR WISSEN;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"1_3_  5__5__6_5_  3__1__
    1_1_  4__2__-7__  1___
    1__  5___6_5_  3__1__
    (1_1_1_)  4__2__-7__  1___ //";Europa, Mitteleuropa, Deutschland, Rheinland;3/4;;;K2239;16
K2239A;;KINDERLIEDER;;G-maj;WOLLT IHR WISSEN;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"1_3_  5__5__6_5_  5_.43__
    1_3_  5__5__6_5_  5_.43__
    1_1_  3__2__-5__  1___
    1__  5___6_5_  5_.43__
    (1_1_1_)  3__2__-5__  1___
    1__  5___6_5_  5_.43__
    (1_1_1_)  3__2__-5__  1___. //";"Europa, Mitteleuropa, Deutschland, Dillkreis; Lahnkreis";3/4;;;K2239;16
K2239B;;KINDERLIEDER;;G-maj;WOLLT IHR WISSEN;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"-5-5  1_1_-5-5  1_1_
    33  4_4_22  3_3_
    11  2_2_-7_  5__
    33  4_4_22  3_3_
    11  2_2_-7_  1__ //";Europa, Mitteleuropa, Deutschland, Vogtland;3/4;;;K2239;8
K2242;;KINDERLIEDER;;D-maj;SEHT IHR MEINE HERREN;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"1234  5_5
    5  66+16  5_0_
    4444  3333
    2222  1355
    +1555  +155
    5  1234  5_0
    4  3322  1_0_ //";Europa, Mitteleuropa, Deutschland, Westfalen, Hoerde;2/4;;;K2242;8
K2244;;KINDERLIEDER;;C-maj;VICTORIA VICTORIA;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"6_  5_5_3_6_  5_5_3_
    1_  5_5_6_6_  5_5_3_
    1_  5_5_6_6_  5__3_
    +1_  5__33+1_  5__33+1_  5__33 //";Europa, Mitteleuropa, Deutschland, Darmstadt;2/4;;;K2244;16
K2248;;KINDERLIEDER;;Bb-maj;IM SOMMER IM SOMMER DA IST DIE SCHOENSTE ZEIT;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"-5  1_12  3_3
    3  2123  1_0
    -5  1_12  3_3
    3  2123  1_0
    2  2_-72  2_3
    2  1_-6-6  -7_0
    -5  1_12  3_3
    3  2123  1_0 //";Europa, Mitteleuropa, Deutschland, Moseltal;2/4;;;K2248;8
K2254;;KINDERLIEDER;;C-maj;AUF DEM BERGE AUF DEM BERGE;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"55  5_3_55  5_3_
    5_  4_2_4_  3_0_
    55  5_3_55  5_3_
    5_  4_2_4_  3_0_
    55  5_3_55  5_3_
    5_  4_2_4_  3_0_
    55  5_3_55  5_3_
    5_  4_2_4_  3_0_ //";Europa, Mitteleuropa, Deutschland, Bacharach am Rhein;3/4;;;K2254;8
K2254A;;KINDERLIEDER;;C-maj;ALLE MEINE ENTCHEN;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"1234  5_5_
    6666  5_0_
    6666  5_0_
    4444  3_3_
    2222  1_0_ //";Europa, Mitteleuropa, Deutschland;2/4;;;K2254;8
K2255;;KINDERLIEDER;;G-maj;ALS ICH EINMAL REISTE;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"1111  133_
    3222  433_
    1111  133_
    3222  1_0_ //";Europa, Mitteleuropa, Deutschland, Kassel, Kirchditmold;2/4;;;K2255;8
K2256;;KINDERLIEDER;;F-maj;ICH HAB EIN KLEINES MURMELTIER;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"1  5556  543
    1  5556  5_3
    1  5556  543
    1  6543  2_1
    1  5556  5_3
    1  5556  543
    1  6543  2_1
    1  5556  543
    1  6543  2_1 //";Europa, Mitteleuropa, Deutschland, Brandenburg;2/4;;;K2256;8
K2257;;KINDERLIEDER;;C-maj;ICH KENN EIN KLEINES MURMELTIER;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"5  5566  553
    3  5565  5_3 //";Europa, Mitteleuropa, Deutschland, Berlin;2/4;;;K2257;8
K2259;;KINDERLIEDER;;G-maj;ICH TRUG IN MEINEM SCHOSSE;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"-5  1_11-71  2_-7-5_
    -5  1_11-71  2_-7-5_
    -5  1_11-71  2_-7-5_
    -5  1_11-71  2_-7-5_.
    1_3_  5_.
    4  3322  1_0
    1  5555  666_
    4444  555_
    1_3_  5_.
    4  3322  1_0 //";Europa, Mitteleuropa, Deutschland, Kassel;6/8 2/4;;;K2259;8
K2260;;KINDERLIEDER;;G-maj;JETZ WOLL MER;Kinder - Lied, Reigen, Tanz, Nachahmungs - Spiel;"111  111
    666  5_0
    444  333
    555  1_0 //";"Europa, Mitteleuropa, Deutschland; Frankreich, Elsass";3/4;;;K2260;4
K2263;;KINDERLIEDER;;C-maj;LANGE LANGE LISE;Kinder - Lied, Reigen, Tanz - Spiel;"5566  5_3_
    5566  5_3_
    5555  7_7
    6  5542  1_0_ //";Europa, Mitteleuropa, Deutschland, Schleswig;2/4;;;K2263;8
K2267;;KINDERLIEDER;;D-maj;IST DIE SCHWARZE KOECHIN DA;Kinder - Lied, Reigen, Tanz - Spiel;"5566  543_
    5_6_  5_0_
    5566  5431
    5566  5431
    5_6_  5_0_ //";Europa, Mitteleuropa, Deutschland, Dresden;2/4;;;K2267;8
K2267A;;KINDERLIEDER;;D-maj;IST DIE SCHWARZE KOECHIN DA;Kinder - Lied, Reigen, Tanz - Spiel;"5566  543_
    5_6_  5_0
    1  5431  543
    1  5566  543_
    5060  50_. //";Europa, Mitteleuropa, Deutschland, Dresden;2/4;;;K2267;8
K2268;;KINDERLIEDER;;G-maj;ES KAM EIN MANN VON NINIVE;Kinder - Lied, Reigen, Tanz - Spiel;"-5_  1_1_1_3_  1_1_-5_0_
    2_.1-7_-6_  -5_3_1_
    -5_  1_1_1_3_  1_1_-5_0_
    2_.1-7_-6_  -5_3_1_ //";Europa, Mitteleuropa, Deutschland, Dresden;2/4;;;K2268;16
K2268A;;KINDERLIEDER;;D-maj;ES KOMMEN DREI MAENNER VON NINIVE;Kinder - Lied, Reigen, Tanz - Spiel;"1_  555_556_  5_5_3_0_
    5_.65_6_  5__3_
    1_  555_556_  5_5_3_0_
    5_.65_6_  5__3_ //";Europa, Mitteleuropa, Deutschland, Zwickau;2/4;;;K2268;16
K2270A;;KINDERLIEDER;;G-maj;ES KOMMEN DREI HERREN AUS NINIVE;Kinder - Lied, Reigen, Tanz - Spiel, Brautwerbung;"-5  111-7-7-7  1_-5-5_
    -5  -6_-6-7_-7  1_.1_
    -5  111-7-7-7  1_-5-5_
    -5  -6_-6-7_-7  1_.1_
    -5  1-7-6-5  -5_0
    -5  1-7-6-5  -5_0
    -5  -6_-6_  -7_-7_  1__  1_0 //";Europa, Mitteleuropa, Deutschland, Siegburg bei Bonn;6/8 2/4;;;K2270;8
K2287;;KINDERLIEDER;;G-maj;DO KOM ALL EIN KANOENNEKEN AN;Kinder - Lied, Reigen, Tanz - Spiel;"-5  1111  -7b-6-5_
    -6-6-7b-7b  1_0
    -5  1111  -7b-6-5_
    -6-6-7b-7b  1_0 //";Europa, Mitteleuropa, Deutschland, Westfalen;2/4;;;K2287;8
K2295;;KINDERLIEDER;;D-maj;SCHLUPPT ALLE DURCH;Kinder - Lied, Reigen, Tanz - Spiel;"1  5531  553
    1  +1765  5_3
    1  5531  553
    1  +1765  5_3
    1  5_31  5_3
    1  5531  553
    1  +1765  5_3 //";Europa, Mitteleuropa, Deutschland, Darmstadt;2/4;;;K2295;8
K2296;;KINDERLIEDER;;D-maj;ZIEHE DURCH DURCH DIE GOLDNE BRUECKE;Kinder - Lied, Reigen, Tanz - Spiel;"553_  553_
    5565  4_2
    2  4422  442
    2  4454  3_1
    5  5_35  5_3
    5  5565  432_ //";"Europa, Mitteleuropa, Deutschland, Westfalen; Brandenburg";2/4;;;K2296;8
K2303;;KINDERLIEDER;;G-maj;WIR WOLLN DIE MERSEBURGER BRUECKE BAUN;Kinder - Lied, Reigen, Tanz - Spiel;"-5_  1_1_1133  1_1_-5_
    -5_  1_1_1133  1_1_-5_
    -5_  1__-5_-5_  1__-5_
    -5_  1_1_1_3_  1__-5_
    -5_  1_1_1_3_  1__-5_
    -5_  1_1_1_3_  1__-5_
    0_  1_1_3_3_  1__-5_
    -5_  1_1_-5_-5_  1_1_-5_
    -5_  -6_-6_-7_-7_  1__0_
    -5_  3_3_2_2_  1__0_ //";"Europa, Mitteleuropa, Deutschland, Dresden; Leipzig";4/4;;;K2303;8
K2305;;KINDERLIEDER;;D-maj;DIE MEIERSCHE BRUECKE;Kinder - Lied, Reigen, Tanz - Spiel;"5  555316  5_531
    5  55531
    6  5_.3_6  5_.3_
    1  5_56_6  5_.3_
    1  5556_6  5_431
    6  5_43_6  5_43_
    5  666554  310_. //";Europa, Mitteleuropa, Deutschland, Kassel;6/8;;;K2305;8
K2305A;;KINDERLIEDER;;D-maj;DIE MEIERSCHE BRUECKE;Kinder - Lied, Reigen, Tanz - Spiel;"5  555316  5_531
    5  55531
    6  5_.3_6  5_.3_
    1  5_56_6  5_.3_
    1  5556_6  5_431
    6  5_43_6  5_43_
    5  +3+15542  110_. //";Europa, Mitteleuropa, Deutschland, Kassel;6/8;;;K2305;8
K2326;;KINDERLIEDER;;F-maj;KRONE KRANE SCHWICKLE SCHWANE;Kinder - Lied, Reigen, Tanz - Spiel;"5434  5434
    5656  5434
    5556  5_3
    4  5556  5_3
    4  5556  543
    6  5436  5430
    6543  221_ //";Europa, Mitteleuropa, Deutschland, Barmen, Elberfeld;2/4;;;K2326;8
K2333;;KINDERLIEDER;;F-maj;KRONE KRANE WICKLE SCHWANE;Kinder - Lied, Reigen, Tanz - Spiel;"5_5_3_6_  5_5_3_3_
    5_5_6_6_  5_5_3_1_
    5_5_6_6_  5_5_3_
    1_  5_5_6_6_  5__3_0_
    5_5_6_6_  5_5_3_1_
    5_5_6_6_  5__3_0_
    5_5_6_6_  5__3_0_
    +1_.54_3_  3__2__ //";Europa, Mitteleuropa, Deutschland, Kassel;2/4;;;K2333;16
K2334;;KINDERLIEDER;;C-maj;MACHT AUF DAS THOR;Kinder - Lied, Reigen, Tanz - Spiel;"6  5436  543
    -7  5566  5_3 //";Europa, Mitteleuropa, Deutschland, Kassel;2/4;;;K2334;8
K2335;;KINDERLIEDER;;F-maj;MACHT AUF DAS THOR;Kinder - Lied, Reigen, Tanz - Spiel;"13  5_5_3_
    13  5_5_3_
    +1_  7_6_5_4_  3__1_ //";Europa, Mitteleuropa, Deutschland, Rheinland, Laubenheim;4/4;;;K2335;8
